nome,nivel,remoto,salario,salario_maximo,Tecnologia 1,Tecnologia 2,Tecnologia 3,Tecnologia 4,Tecnologia 5,Tecnologia 6,Tecnologia 7,Tecnologia 8,Tecnologia 9,Tecnologia 10,Tecnologia 11,Tecnologia 12
"Vencida, Desenvolvedor(a) .Net",Não especificado,Não Remoto,CLT,5.000,C#,SQL,Perl,.NET,,,,,,,,
"Vencida, Salesforce developer",Não especificado,Não Remoto,CLT,,Apex,Salesforce,Cloud,,,,,,,,,
"Vencida, Devops - Analista Sistemas Pleno",Pleno,Não Remoto,PJ,5.000,DevOps,JavaScript,Web Services,Node.js,,,,,,,,
"Vencida, Desenvolvedor(a) Java Pleno",Pleno,Não Remoto,CLT,,Java,ORACLE,JavaScript,PLSQL,,,,,,,,
"Vencida, Programador(a) AngularJS",Não especificado,Não Remoto,PJ,,Angular,HTML,JavaScript,CSS,Git,,,,,,,
"Vencida, Desenvolvedor(a) Sênior de Aplicação Ruby on Rails",Sênior,Não Remoto,PJ,,Ruby on Rails,RESTful,Git,,,,,,,,,
"Vencida, Desenvolvedor(a) Front-End",Não especificado,Não Remoto,PJ,5.000,ReactJS,Redux,CSS,,,,,,,,,
"Vencida, Desenvolvedor(a) Back-end - Júnior ",Júnior,Não Remoto,Estágio,,Laravel,WordPress,MongoDB,Ajax,PHP,jQuery,,,,,,
"Vencida,  Desenvolvedor(a) Front -End - Júnior ",Júnior,Não Remoto,Estágio,,WordPress,HTML,CSS,Magento,,,,,,,,
"Vencida, Programador(a) Java Android",Não especificado,Não Remoto,PJ,8.000,Android,Java,SQL,,,,,,,,,
"Vencida, Programador(a) .NET Júnior",Júnior,Não Remoto,CLT,,MySQL,.NET,SQL,Entity framework,,,,,,,,
"Vencida, Programador(a) Estagiário Back-end",Não especificado,Não Remoto,Estágio,1.500,Node.js,MongoDB,API,RESTful,,,,,,,,
"Vencida, Fullstack .NET Developer Júnior",Júnior,Não Remoto,PJ,,Angular,SQL Server,.NET,C#,,,,,,,,
"Vencida, Fullstack .NET Developer Pleno",Pleno,Não Remoto,PJ,,Angular,SQL Server,C#,Git,CSS,,,,,,,
"Vencida, Front-end web freelancer - Home Office",Não especificado,Remoto,PJ,,CSS,HTML,Git,,,,,,,,,
"Vencida, Desenvolvedor(a)",Não especificado,Não Remoto,CLT,,C#,SQL,.NET,JavaScript,,,,,,,,
"Vencida, Tech Lead - Back End",Não especificado,Não Remoto,CLT,,Java,Angular,Hibernate,JavaScript,HTML,,,,,,,
"Vencida, Programador(a) Sênior",Sênior,Não Remoto,CLT / PJ,,Java,JavaEE,Maven POM,Git,Angular,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack ",Não especificado,Não Remoto,CLT,,Node.js,Python,Angular,Git,JavaScript,,,,,,,
"Vencida, Tech Lead - Full Stack",Não especificado,Não Remoto,CLT,,Java,Angular,Hibernate,,,,,,,,,
"Vencida, Test Engineer ",Não especificado,Não Remoto,CLT,,Testes automatizados,Selenium,Java,,,,,,,,,
"Vencida, Java Developer ",Não especificado,Não Remoto,CLT,6.000,Java,Angular,Hibernate,,,,,,,,,
"Vencida, Analista de Testes (QA)",Não especificado,Não Remoto,CLT,5.000,SCRUM,Kanban,RESTful,Selenium,,,,,,,,
"Vencida, Programador(a) Front-End",Não especificado,Não Remoto,CLT / PJ,4.000,Angular,HTML,Ajax,CSS,,,,,,,,
"Vencida, Arquiteto(a) de Sistemas",Não especificado,Não Remoto,CLT,7.000,Java,Cloud,DevOps,,,,,,,,,
"Vencida, Desenvolvedor(a) de Sistemas PHP",Não especificado,Não Remoto,CLT,6.000,PHP,HTML,CSS,JavaScript,Ajax,,,,,,,
"Vencida, Estágio em Desenvolvimento Web PHP - Laravel",Não especificado,Não Remoto,Estágio,,MongoDB,MySQL,PHP,Laravel,,,,,,,,
"Vencida, Estágio em Desenvolvimento Web Front-end",Não especificado,Não Remoto,Estágio,,JavaScript,Vue.js,CSS,Git,,,,,,,,
"Vencida, Programador(a) Java Pleno",Pleno,Não Remoto,PJ,,JavaEE,Tomcat,SQL Server,Web Services,ORACLE,Java,,,,,,
"Vencida, Engenheiro(a) Front End",Não especificado,Não Remoto,PJ,,jQuery,CSS,JavaScript,Vue.js,,,,,,,,
"Vencida, Head de BI",Não especificado,Não Remoto,CLT,18.000,Machine learning,Data science,Big Data,SQL,,,,,,,,
"Vencida, Desenvolvedor(a) Front-end (Pleno/Sênior)",Sênior,Não Remoto,CLT,6.000,Angular,JavaScript,CSS,jQuery,,,,,,,,
"Vencida, Desenvolvedor(a) Front-End Senior",Não especificado,Não Remoto,CLT,,CSS,Git,SCRUM,Angular,JavaScript,,,,,,,
"Vencida, Programador(a) full stack",Não especificado,Não Remoto,CLT / Estágio,,CSS,JavaScript,HTML,MySQL,Node.js,ReactJS,React Native,,,,,
"Vencida, Programador(a) Delphi",Não especificado,Não Remoto,CLT,2.500,Delphi,ERP,ORACLE,,,,,,,,,
"Vencida, Desenvolvedor(a) Java ",Não especificado,Não Remoto,CLT,6.000,MySQL,Java Server Pages,ORACLE,XML,,,,,,,,
"Vencida, Programador(a) Mobile (Android)",Não especificado,Remoto,CLT / PJ,4.000,Android,Git,Java,,,,,,,,,
"Vencida, Programador(a) Ruby On Rails Pleno ",Pleno,Não Remoto,CLT,7.000,Ruby on Rails,CSS,Linux,MySQL,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack PHP",Não especificado,Não Remoto,CLT,5.000,PHP,Laravel,JavaScript,Vue.js,,,,,,,,
"Vencida, Programador(a)  Front End",Não especificado,Remoto,CLT,,ReactJS,CSS,JavaScript,HTML,Node.js,,,,,,,
"Vencida, Desenvolvedor(a) Python Backend II",Não especificado,Não Remoto,CLT,,Python,API,Testes automatizados,,,,,,,,,
"Vencida, Programador(a)  Back-end",Não especificado,Não Remoto,PJ,,PHP,Laravel,jQuery,MySQL,Linux,Ajax,,,,,,
"Vencida, Programador(a) Front-end ",Não especificado,Não Remoto,PJ,,WordPress,HTML,Sass,CSS,Vert.x,Laravel,,,,,,
"Vencida, DESENVOLVEDOR(A) FRONT-END (WORDPRESS) - PJ",Não especificado,Não Remoto,PJ,3.000,JavaScript,WordPress,HTML,CSS,,,,,,,,
"Vencida, Programador(a) Back-end",Não especificado,Não Remoto,PJ,,PHP,Laravel,jQuery,Ajax,Linux,MySQL,,,,,,
"Vencida, Desenvolvedor Mobile Júnior",Júnior,Não Remoto,PJ,,Android,iOS,API,,,,,,,,,
"Vencida, Analista Programador(a) Júnior C#",Júnior,Não Remoto,CLT,3.000,C#,HTML,JavaScript,CSS,,,,,,,,
"Vencida, Desenvolvedor Backend Java / Python Pleno",Pleno,Não Remoto,CLT / PJ,,Python,Java,MySQL,Git,SCRUM,,,,,,,
"Vencida, Desenvolvedor(a) de Jogos",Não especificado,Não Remoto,CLT / PJ / Estágio,,C++,Objective-C,MySQL,SCRUM,,,,,,,,
"Vencida, Desenvolvedor Full Stack Java",Não especificado,Não Remoto,CLT,4.000,Java,Jenkins ,JavaScript,Spring,,,,,,,,
"Vencida, Estágio em Desenvolvimento Java",Não especificado,Não Remoto,Estágio,1.500,Java,Spring,JavaScript,Jenkins ,,,,,,,,
"Vencida, Desenvolvedor Front-End II",Não especificado,Não Remoto,CLT,,Node.js,Angular,CSS,,,,,,,,,
"Vencida, Programador(a) Junior Fullstack Angular",Não especificado,Não Remoto,CLT / PJ,2.500,Angular,HTML,MySQL,CSS,JavaScript,,,,,,,
"Vencida, Desenvolvedor Java",Não especificado,Não Remoto,CLT,5.000,Java,Struts,JavaEE,jQuery,,,,,,,,
"Vencida, Programador Full Stack PHP & Javascript",Não especificado,Não Remoto,CLT,8.000,PHP,ReactJS,JavaScript,MySQL,,,,,,,,
"Vencida, [SP] Programador(a) Front-End - PL/SR",Não especificado,Não Remoto,PJ,8.000,WordPress,JavaScript,jQuery,CSS,,,,,,,,
"Vencida, Analista de infraestrutura Sharepoint Sênior ",Sênior,Não Remoto,PJ,,PowerShell,Logos,Web API,,,,,,,,,
"Vencida, Desenvolvedor front-end com experiência ",Não especificado,Não Remoto,CLT,3.500,Angular,HTML,JavaScript,jQuery,,,,,,,,
"Vencida, Programador Angular e Nodejs",Não especificado,Não Remoto,CLT / PJ / Estágio,4.000,Node.js,Angular,MongoDB,,,,,,,,,
"Vencida, CTO / Co-founder Java - Matefy",Não especificado,Não Remoto,PJ,,Java,Android,JavaScript,API,,,,,,,,
"Vencida, Programador .Net Full Stack",Não especificado,Não Remoto,PJ,,ASP.NET MVC,Angular,MongoDB,RESTful,.NET,Git,ASP.NET Core,,,,,
"Vencida, Analista Programador(a) .Net Pleno",Pleno,Não Remoto,CLT,8.000,.NET,ASP.NET MVC,SQL Server,JavaScript,XML,,,,,,,
"Vencida, Analista Desenvolvedor(a) C# Full Stack",Não especificado,Não Remoto,CLT,,C#,ORACLE,.NET,,,,,,,,,
"Vencida, Desenvolvedor PHP Pleno",Pleno,Não Remoto,CLT / PJ,,PHP,Zend,MySQL,Laravel,RESTful,,,,,,,
"Vencida, Desenvolvedor .net C# Pleno",Pleno,Não Remoto,PJ,,.NET,SQL Server,C#,RESTful,JavaScript,,,,,,,
"Vencida, Estágio em Desenvolvimento de Sistemas Python",Não especificado,Não Remoto,Estágio,2.500,Python,CSS,Django,MySQL,,,,,,,,
"Vencida, Programador Web PHP - Curitiba",Não especificado,Não Remoto,CLT,,PHP,Laravel,CSS,MySQL,API,,,,,,,
"Vencida, Programador Ruby on Rails Senior",Não especificado,Não Remoto,CLT / PJ,,Ruby on Rails,PostgreSQL,JavaScript,Testes automatizados,Web Services,,,,,,,
"Vencida, Profissional Front-End",Não especificado,Não Remoto,CLT,,Git,Node.js,CSS,,,,,,,,,
"Vencida, Desenvolvedor Web em GO",Não especificado,Não Remoto,PJ,10.000,Go,RESTful,Git,,,,,,,,,
"Vencida, Desenvolvedor(a) Back-end .NET",Não especificado,Não Remoto,CLT,,ASP.NET Core,Entity framework,MySQL,Design Pattern,,,,,,,,
"Vencida, Desenvolvedor Sr. Mobile iOS (React Native)",Não especificado,Não Remoto,CLT,,React Native,Node.js,Swift,iOS,,,,,,,,
"Vencida, Analista de Integração JAVA  (Pleno/Sênior)",Sênior,Não Remoto,CLT,,ORACLE,RESTful,Java,JSF,,,,,,,,
"Vencida, Analista Programador(a) Java",Não especificado,Não Remoto,CLT,,ORACLE,JSF,EJB,Hibernate,JavaEE,,,,,,,
"Vencida, Analista Programador .Net / VB6 Pleno",Pleno,Não Remoto,CLT,,.NET,C#,SQL Server,,,,,,,,,
"Vencida, Desenvolvedor Front-end & Designer UX - Remoto",Não especificado,Remoto,PJ,,Photoshop,HTML,CSS,Design Pattern,Ionic,,,,,,,
"Vencida, PROGRAMADOR(A) .NET",Não especificado,Não Remoto,CLT / PJ,,ASP.NET MVC,CSS,SQL,JavaScript,.NET,,,,,,,
"Vencida, Analista Desenvolvedor Node.js Full Stack Sênior",Sênior,Não Remoto,PJ,10.000,Node.js,Angular,RESTful,ADVPL ASP,MongoDB,,,,,,,
"Vencida, Desenvolvedor(a) Java Back-end Junior",Não especificado,Não Remoto,CLT,2.000,JavaEE,Java,Linux,SCRUM,,,,,,,,
"Vencida, Analista de Testes / QA",Não especificado,Não Remoto,CLT / PJ,,QA - Quality Assurance,SQL,Selenium,Shell Script,ADVPL ASP,,,,,,,
"Vencida, Desenvolvedor(a) / Analista de Sistemas JEE",Não especificado,Não Remoto,CLT / PJ,,EJB,Java,Spring,JSF,Git,Maven POM,,,,,,
"Vencida, Programador(a) Python & Reactjs",Não especificado,Não Remoto,CLT,,ReactJS,Python,CSS,JavaScript,,,,,,,,
"Vencida, Desenvolvedor(a) Pleno Front-end",Pleno,Não Remoto,CLT,6.000,CSS,JavaScript,HTML,Angular,,,,,,,,
"Vencida, Desenvolvedor iOS (part-time)",Não especificado,Não Remoto,PJ,2.500,iOS,Swift,Objective-C,,,,,,,,,
"Vencida, Desenvolvedor Android (part-time)",Não especificado,Não Remoto,PJ,2.500,Android,Java,SQL,,,,,,,,,
"Vencida, Desenvolvedor Full Stack Python & PHP",Não especificado,Não Remoto,CLT / PJ,5.000,Python,PHP,MySQL,CSS,Angular,,,,,,,
"Vencida, Desenvolvedor(a) de User Interface WEB",Não especificado,Não Remoto,CLT / PJ,4.000,PHP,CSS,JavaScript,jQuery,Angular,,,,,,,
"Vencida, Desenvolvedor(a) Fron-End",Não especificado,Não Remoto,PJ,6.000,JavaScript,HTML,CSS,Node.js,,,,,,,,
"Vencida, Desenvolvedor(a) Front-end Pleno ",Pleno,Não Remoto,PJ,3.000,CSS,Sass,JavaScript,jQuery,Ember.js,,,,,,,
"Vencida, Programador(a) PHP Pleno - Home Office",Pleno,Remoto,PJ,,PHP,CodeIgniter,JavaScript,SQL Server,,,,,,,,
"Vencida, Front-End Developer Pleno",Pleno,Não Remoto,CLT,,JavaScript,Angular,CSS,Git,jQuery,,,,,,,
"Vencida, Analista de sistemas JAVA",Não especificado,Não Remoto,CLT,,Java,JavaScript,ORACLE,Ajax,JSON,,,,,,,
"Vencida, Programador(a) Web Python",Não especificado,Não Remoto,PJ,,JavaScript,Git,CSS,Python,,,,,,,,
"Vencida, Estágio Desenvolvedor(a) WEB PHP (Full Stack)",Não especificado,Não Remoto,Estágio,1.000,PHP,Laravel,MySQL,CSS,JavaScript,,,,,,,
"Vencida, Programador(a) Android nativo",Não especificado,Não Remoto,PJ,,Android,Firebase,Kotlin,Java,,,,,,,,
"Vencida, Programador(a) IOS - Swift ",Não especificado,Não Remoto,PJ,,Swift,Firebase,iOS,,,,,,,,,
"Vencida, Analista de Mobile React Native, iOS & Android",Não especificado,Não Remoto,CLT,8.000,React Native,iOS,Android,,,,,,,,,
"Vencida, Gerente de Mobile  React Native, iOS & Android",Não especificado,Não Remoto,CLT,15.000,iOS,Android,React Native,,,,,,,,,
"Vencida, Desenvolvedor(a) Javascript FullStack Freelancer - Remoto",Não especificado,Remoto,PJ,,Node.js,JavaScript,SQL,HTML,,,,,,,,
"Vencida, Desenvolvedor(a) Java (Sênior)",Sênior,Não Remoto,PJ,,JavaScript,JavaEE,jQuery,SCRUM,Spring,,,,,,,
"Vencida, Programador Node.js Pleno",Pleno,Não Remoto,PJ,6.000,Node.js,MongoDB,JavaScript,Express,,,,,,,,
"Vencida, Programador Node.js Senior",Não especificado,Não Remoto,PJ,8.000,Node.js,MongoDB,JavaScript,PostgreSQL,Testes unitários,API,,,,,,
"Vencida, Desenvolvedor(a) React Native Pleno",Pleno,Não Remoto,PJ,6.000,Redux,React Native,JavaScript,CSS,,,,,,,,
"Vencida, Desenvolvedor(a) Ruby on Rails",Não especificado,Não Remoto,CLT,10.000,Ruby on Rails,HTML,CSS,,,,,,,,,
"Vencida, Analista Desenvolvedor(a) JAVA ",Não especificado,Não Remoto,CLT,,Java,Angular,JSF,EJB,Design Pattern,,,,,,,
"Vencida, Programador Front End PL",Não especificado,Não Remoto,CLT,3.500,jQuery,JavaScript,HTML,CSS,,,,,,,,
"Vencida, Programador(a) Java PL",Não especificado,Não Remoto,CLT,4.000,SQL,ORACLE,Java,,,,,,,,,
"Vencida, Programador(a) C#/Java júnior para automação industrial",Júnior,Não Remoto,CLT,1.500,.NET,C#,Java,,,,,,,,,
"Vencida, Socio Programador(a) de sistemas Php / Mysql  ",Não especificado,Remoto,Estágio,,PHP,API,MySQL,JSON,JavaScript,Ajax,,,,,,
"Vencida, DESENVOLVEDOR(A) SÊNIOR - MIDDLE",Sênior,Não Remoto,PJ,10.000,C#,JavaScript,.NET,ASP,,,,,,,,
"Vencida, Desenvolvedor(a) Front-end Pleno",Pleno,Não Remoto,PJ,,Angular,CSS,HTML,,,,,,,,,
"Vencida, DESENVOLVEDOR(A) SÊNIOR  ",Sênior,Não Remoto,PJ,10.000,ASP.NET MVC,C#,SQL Server,JavaScript,.NET,,,,,,,
"Vencida, AUTOMAÇÃO DE TESTES",Não especificado,Não Remoto,PJ,7.000,C#,Entity framework,Selenium,,,,,,,,,
"Vencida, ANALISTA DE TESTES SÊNIOR",Sênior,Não Remoto,PJ,,Testes automatizados,Testes unitários,Visual Basic,,,,,,,,,
"Vencida, Programador(a) Python",Não especificado,Não Remoto,CLT / PJ / Estágio,2.500,MySQL,Python,SQL,HTML,,,,,,,,
"Vencida, Desenvolvedor Ruby Sênior",Sênior,Não Remoto,CLT,12.000,Ruby on Rails,RESTful,Linux,,,,,,,,,
"Vencida, Desenvolvedor(a) PHP / Magento",Não especificado,Não Remoto,PJ,5.000,Magento,JavaScript,PHP,Git,,,,,,,,
"Vencida, Head de Tecnologia ",Não especificado,Não Remoto,CLT / PJ,,PHP,Drupal,SCRUM,HTML,.NET,,,,,,,
"Vencida, Desenvolvedor(a) Back-end PHP",Não especificado,Não Remoto,CLT / PJ,,PHP,Laravel,MySQL,JavaScript,WordPress,CodeIgniter,Magento,Node.js,,,,
"Vencida, Programador(a) Web Sênior",Sênior,Não Remoto,PJ,,Angular,PHP,ORACLE,,,,,,,,,
"Vencida, ANALISTA PROGRAMADOR ",Não especificado,Não Remoto,CLT,,Python,MongoDB,C#,NoSQL,,,,,,,,
"Vencida, Senior Developer Full stack NodeJS - focus back-end",Não especificado,Remoto,CLT / PJ,12.000,NoSQL,Angular,Node.js,,,,,,,,,
"Vencida, Desenvolvedor(a) Backend .NET",Não especificado,Não Remoto,PJ,,.NET,C#,ASP.NET Core,SQL,,,,,,,,
"Vencida, Programador PHP",Não especificado,Não Remoto,CLT / PJ,,PHP,Linux,MySQL,Git,,,,,,,,
"Vencida, Estágio Desenvolvedor(a) WEB PHP",Não especificado,Não Remoto,Estágio,1.000,PHP,CodeIgniter,HTML,PhoneGap,,,,,,,,
"Vencida, Desenvolvedor React Native",Não especificado,Não Remoto,PJ,8.000,JavaScript,React Native,Redux,Testes unitários,,,,,,,,
"Vencida, Desenvolvedor(a) Wordpress",Não especificado,Não Remoto,PJ,,WordPress,SCSS,Git,PHP,MySQL,,,,,,,
"Vencida, Programador(a) Front-End",Não especificado,Não Remoto,CLT / PJ,,API,CSS,Ionic,JavaScript,,,,,,,,
"Vencida, Desenvolvedor(a) .NET",Não especificado,Não Remoto,PJ,,C#,Entity framework,ASP.NET MVC,SQL Server,,,,,,,,
"Vencida, Programador .Net Pleno",Pleno,Não Remoto,CLT,,ASP.NET MVC,JavaScript,.NET,C#,,,,,,,,
"Vencida, Programador .Net Sênior",Sênior,Não Remoto,CLT,,ASP.NET Core,AWS EC2 (Elastic Compute Cloud),C#,AWS RDS (Relational Database Service),JavaScript,,,,,,,
"Vencida, DESENVOLVEDOR(A) WEB PHP",Não especificado,Não Remoto,CLT / PJ,,HTML,CodeIgniter,CSS,PHP,,,,,,,,
"Vencida, Programador(a) PHP Sênior",Sênior,Não Remoto,PJ,,PHP,CodeIgniter,SQL Server,,,,,,,,,
"Vencida, Programador(a) Java ",Não especificado,Não Remoto,CLT / PJ,12.000,Java,JSF,JavaEE,Git,,,,,,,,
"Vencida, Programador(a) Wordpress/PHP ",Não especificado,Não Remoto,PJ,,HTML,PHP,CSS,API,,,,,,,,
"Vencida, Programador(a) Fullstack JS (apenas os melhores)",Não especificado,Remoto,PJ,10.000,ReactJS,Node.js,JavaScript,Firebase,,,,,,,,
"Vencida, Programador(a) PHP JR",Não especificado,Não Remoto,PJ,5.000,PHP,Linux,Cloud,SQL,,,,,,,,
"Vencida, Desenvolvedor(a) IOS",Não especificado,Não Remoto,PJ,7.000,Objective-C,Git,Swift,RESTful,,,,,,,,
"Vencida, Desenvolvedor(a) front end",Não especificado,Não Remoto,CLT / Estágio,12.000,JavaScript,Angular,Linux,Testes unitários,Git,,,,,,,
"Vencida, Desenvolvedor(a) back end",Não especificado,Não Remoto,CLT / PJ,6.000,PHP,Laravel,Docker,Testes unitários,Linux,Git,,,,,,
"Vencida, Android Developer Grupo Movile - iFood, Sympla, Playkids",Não especificado,Não Remoto,CLT,,Android,Java,Kotlin,,,,,,,,,
"Vencida, Desenvolvedor(a) FullStack SR (C++, Java, PHP)",Não especificado,Não Remoto,CLT,,C++,PHP,Java,,,,,,,,,
"Vencida, Programador(a) PHP",Não especificado,Não Remoto,CLT / PJ,,PHP,Laravel,Vue.js,,,,,,,,,
"Vencida, Cientista de Dados",Não especificado,Não Remoto,CLT,,Big Data,Apache,Linux,Data science,,,,,,,,
"Vencida, Desenvolvedor(a) Fullstack",Não especificado,Não Remoto,CLT / PJ,,Cordova,JavaScript,Node.js,Angular,MongoDB,Ionic,,,,,,
"Vencida, Analista Desenvolvedor(a) Pleno",Pleno,Não Remoto,CLT,,PHP,MySQL,Laravel,Git,AWS RDS (Relational Database Service),RESTful,,,,,,
"Vencida, Programador PHP SR",Não especificado,Não Remoto,PJ,,PHP,Magento,Linux,Nginx,,,,,,,,
"Vencida, Analista Programador(a) Java SR",Não especificado,Não Remoto,CLT / PJ,,Java,Spring,Angular,Node.js,Hibernate,,,,,,,
"Vencida, Programador(a) Java Pleno",Pleno,Não Remoto,CLT,,SQL,Java,ORACLE,jQuery,,,,,,,,
"Vencida, Desenvolvedor(a) .NET SR",Não especificado,Não Remoto,CLT / PJ,,.NET,ASP.NET Core,ASP.NET MVC,Angular,,,,,,,,
"Vencida, Full Stack Developer",Não especificado,Não Remoto,PJ,7.000,JavaScript,Web Services,Linux,MongoDB,Git,,,,,,,
"Vencida, Programador(a) PHP Full Stack",Não especificado,Não Remoto,PJ,,JavaScript,MySQL,PHP,,,,,,,,,
"Vencida, Desenvolvedor TIBCO",Não especificado,Não Remoto,CLT,,ORACLE,RESTful,HTTP,JSON,Java,XQuery,,,,,,
"Vencida, Desenvolvedor QA - Tester",Não especificado,Não Remoto,CLT,,Testes automatizados,MongoDB,PostgreSQL,CSS,JavaScript,QA - Quality Assurance,,,,,,
"Vencida, FullStack Ruby on Rails SR",Não especificado,Remoto,PJ,,Ruby on Rails,PostgreSQL,Angular,RESTful,Git,,,,,,,
"Vencida, Desenvolvedor(a) Front End - Pleno/Sênior",Sênior,Não Remoto,CLT,5.000,CSS,JavaScript,Less,HTML,,,,,,,,
"Vencida, Desenvolvedor(a) Ruby on Rails",Não especificado,Não Remoto,CLT,,Ruby on Rails,API,SCRUM,,,,,,,,,
"Vencida, Analista de Testes SR (QA)",Não especificado,Não Remoto,CLT,,Testes automatizados,Testes unitários,Selenium,,,,,,,,,
"Vencida, DevOps",Não especificado,Não Remoto,CLT,6.000,Linux,Salesforce,SAP,,,,,,,,,
"Vencida, Programador(a) Ionic",Não especificado,Não Remoto,PJ,3.500,Ionic,HTML,CSS,JavaScript,,,,,,,,
"Vencida, Experiential Backend Laravel & Node.js developer monk",Não especificado,Não Remoto,CLT,,Node.js,PHP,MySQL,Laravel,,,,,,,,
"Vencida, Data Scientist",Não especificado,Não Remoto,PJ,7.000,Python,SQL,Data science,,,,,,,,,
"Vencida, Programador Backend Senior Python & NodeJS",Não especificado,Não Remoto,PJ,7.000,Python,Node.js,SQL,,,,,,,,,
"Vencida, DESENVOLVEDOR (A) FULL-STACK PHP",Não especificado,Não Remoto,CLT,,PHP,Git,Nginx,HTML,CSS,JavaScript,,,,,,
"Vencida, DESENVOLVEDOR(A) FRONT-END",Não especificado,Não Remoto,CLT,,JavaScript,CSS,Angular,AWS S3,,,,,,,,
"Vencida, Desenvolvedor Front-End ",Não especificado,Não Remoto,CLT,,WordPress,AWS RDS (Relational Database Service),JavaScript,API,,,,,,,,
"Vencida, Desenvolvedor(a) Java / Angular ",Não especificado,Não Remoto,CLT,,Java,SCRUM,Angular,Testes automatizados,,,,,,,,
"Vencida, Desenvolvedor HUB Serviços ",Não especificado,Não Remoto,CLT,,Web Services,XML,JSON,Testes unitários,RESTful,,,,,,,
"Vencida, Desenvolvedor(a) de Sistemas .NET",Não especificado,Não Remoto,CLT,,.NET,ORACLE,C#,SQL Server,,,,,,,,
"Vencida, Desenvolvedor(a)  PL/SQL ",Não especificado,Não Remoto,CLT,,PLSQL,ORACLE,Linux,,,,,,,,,
"Vencida, Desenvolvedor(a) Big Data",Não especificado,Não Remoto,CLT,,Big Data,Java,NoSQL,Python,,,,,,,,
"Vencida, Desenvolvedor(a) Java Junior",Não especificado,Não Remoto,CLT,,Java,ORACLE,JSF,CSS,EJB,,,,,,,
"Vencida, Programador PHP",Não especificado,Não Remoto,CLT / PJ,,PHP,Linux,Design Pattern,,,,,,,,,
"Vencida, Programador(a) PHP",Não especificado,Não Remoto,CLT / PJ,2.500,HTML,SQL,PHP,,,,,,,,,
"Vencida, Desenvolvedor(a) Ruby on Rails",Não especificado,Não Remoto,CLT,,Ruby on Rails,CSS,HTML,,,,,,,,,
"Vencida, Desenvolvedor(a) Back-end",Não especificado,Não Remoto,CLT / PJ,,PHP,Git,MySQL,Laravel,jQuery,Kohana,,,,,,
"Vencida, Desenvolvedor(a) Front-end.",Não especificado,Não Remoto,CLT / PJ,,CSS,Git,jQuery,JavaScript,,,,,,,,
"Vencida, Desenvolvedor(a) Front-end",Não especificado,Não Remoto,PJ,5.000,HTML,CSS,JavaScript,jQuery,,,,,,,,
"Vencida, Desenvolvedor(a) - ERP",Não especificado,Não Remoto,CLT,,ERP,JavaScript,PHP,Git,PostgreSQL,,,,,,,
"Vencida, Desenvolvedor(a) Mobile Xamarin",Não especificado,Não Remoto,PJ,,Android,Xamarin,iOS,C#,ASP.NET MVC,,,,,,,
"Vencida, Programador(a) Xamarim Pleno",Pleno,Não Remoto,CLT,4.000,Xamarin,CSS,MySQL,C#,Angular,RESTful,,,,,,
"Vencida, Programador(a) Full Stack ",Não especificado,Não Remoto,CLT,,CSS,JavaScript,jQuery,WordPress,PHP,MySQL,,,,,,
"Vencida, Desenvolvedor(a) Python",Não especificado,Não Remoto,CLT,,Python,AWS EC2 (Elastic Compute Cloud),AWS S3,,,,,,,,,
"Vencida, Desenvolvedor(a) Ruby on Rails",Não especificado,Não Remoto,PJ,8.000,JavaScript,CSS,Linux,WordPress,Ruby on Rails,,,,,,,
"Vencida, Programador .Net",Não especificado,Não Remoto,CLT,3.500,C#,.NET,SQL Server,Entity framework,,,,,,,,
"Vencida, PROGRAMADOR(A) PHP / Wordpress - Remoto",Não especificado,Remoto,PJ,2.500,PHP,HTML,WordPress,CSS,,,,,,,,
"Vencida, Desenvolvedor(a) Fullstack PHP Avançado / Wordpress / Woocommerce",Não especificado,Não Remoto,CLT,4.000,WordPress,API,PHP,CSS,,,,,,,,
"Vencida, Desenvolvedor Node.js & Firebase",Não especificado,Não Remoto,CLT / PJ / Estágio,,Node.js,NoSQL,Firebase,,,,,,,,,
"Vencida, Desenvolvedor Ruby on Rails",Não especificado,Não Remoto,CLT / PJ,,Ruby on Rails,SCRUM,Testes unitários,Testes automatizados,,,,,,,,
"Vencida, Analista Programador .NET",Não especificado,Não Remoto,CLT / PJ,,.NET,C#,SQL Server,JavaScript,Web Services,,,,,,,
"Vencida, FullStack Developer ",Não especificado,Não Remoto,CLT,,CSS,SQL,Git,JavaScript,Node.js,,,,,,,
"Vencida, Desenvolvedor(a) Python Full Stack Pleno",Pleno,Não Remoto,CLT,4.000,Python,PostgreSQL,React Native,AWS EC2 (Elastic Compute Cloud),Django,,,,,,,
"Vencida, Líder de desenvolvimento (foco conhecimento backend)",Não especificado,Não Remoto,CLT / PJ,,Ruby on Rails,DevOps,Angular,,,,,,,,,
"Vencida, Desenvolvedor(a) iOS - Home Office (PJ/MEI)",Não especificado,Remoto,PJ,,Objective-C,iOS,Swift,SQL,Git,,,,,,,
"Vencida, Desenvolvedor(a) Back-end PHP / Node.js",Não especificado,Não Remoto,PJ / Estágio,,PHP,Git,Node.js,NoSQL,MySQL,jQuery,,,,,,
